1:ROR:>=(double,double):==(double,double):org.apache.commons.math3.distribution.TriangularDistribution@<init>(org.apache.commons.math3.random.RandomGenerator,double,double,double):82:a >= b |==> a == b
188:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):187:b - x |==> b + x
189:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):187:b - x |==> b / x
190:AOR:-(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):187:b - x |==> b % x
191:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):187:b - x |==> b * x
192:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):187:b - x |==> b + x
193:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):187:b - x |==> b / x
194:AOR:*(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):187:(b - x) * (b - x) |==> (b - x) % (b - x)
195:AOR:*(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):187:(b - x) * (b - x) |==> (b - x) + (b - x)
196:AOR:*(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):187:(b - x) * (b - x) |==> (b - x) - (b - x)
197:AOR:*(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):187:(b - x) * (b - x) |==> (b - x) / (b - x)
198:AOR:-(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):188:b - a |==> b % a
199:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):188:b - a |==> b * a
200:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):188:b - a |==> b + a
201:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):188:b - a |==> b / a
202:AOR:-(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):188:b - c |==> b % c
203:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):188:b - c |==> b * c
204:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):188:b - c |==> b + c
205:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):188:b - c |==> b / c
206:AOR:*(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):188:(b - a) * (b - c) |==> (b - a) % (b - c)
207:AOR:*(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):188:(b - a) * (b - c) |==> (b - a) + (b - c)
208:AOR:*(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):188:(b - a) * (b - c) |==> (b - a) - (b - c)
209:AOR:*(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):188:(b - a) * (b - c) |==> (b - a) / (b - c)
210:LVR:POS:0:org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):189:1 |==> 0
211:LVR:POS:NEG:org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):189:1 |==> -1
212:AOR:/(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):189:divident / divisor |==> divident % divisor
213:AOR:/(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):189:divident / divisor |==> divident * divisor
214:AOR:/(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):189:divident / divisor |==> divident + divisor
215:AOR:/(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):189:divident / divisor |==> divident - divisor
216:AOR:-(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):189:1 - (divident / divisor) |==> 1 % (divident / divisor)
217:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):189:1 - (divident / divisor) |==> 1 * (divident / divisor)
218:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):189:1 - (divident / divisor) |==> 1 + (divident / divisor)
219:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):189:1 - (divident / divisor) |==> 1 / (divident / divisor)
220:STD:<RETURN>:<NO-OP>:org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):189:return Config.__M_NO == 219 ? 1 / (divident / divisor) : Config.__M_NO == 218 ? 1 + (divident / divisor) : Config.__M_NO == 217 ? 1 * (divident / divisor) : Config.__M_NO == 216 ? 1 % (divident / divisor) : Config.__M_NO == 0 && Config.COVERED(216, 219) ? 1 - (divident / divisor) : (Config.__M_NO == 0 && Config.COVERED(210, 211) ? 1 : Config.__M_NO == 211 ? -1 : Config.__M_NO == 210 ? 0 : 1) - (Config.__M_NO == 215 ? divident - divisor : Config.__M_NO == 214 ? divident + divisor : Config.__M_NO == 213 ? divident * divisor : Config.__M_NO == 212 ? divident % divisor : Config.__M_NO == 0 && Config.COVERED(212, 215) ? divident / divisor : divident / divisor); |==> <NO-OP>
221:LVR:POS:0:org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):191:1 |==> 0
222:LVR:POS:NEG:org.apache.commons.math3.distribution.TriangularDistribution@cumulativeProbability(double):191:1 |==> -1
223:AOR:+(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalMean():201:a + b |==> a % b
224:AOR:+(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalMean():201:a + b |==> a * b
225:AOR:+(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalMean():201:a + b |==> a - b
226:AOR:+(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalMean():201:a + b |==> a / b
227:AOR:+(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalMean():201:a + b + c |==> (a + b) % c
228:AOR:+(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalMean():201:a + b + c |==> (a + b) * c
229:AOR:+(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalMean():201:a + b + c |==> a + b - c
230:AOR:+(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalMean():201:a + b + c |==> (a + b) / c
231:LVR:POS:0:org.apache.commons.math3.distribution.TriangularDistribution@getNumericalMean():201:3 |==> 0
232:LVR:POS:NEG:org.apache.commons.math3.distribution.TriangularDistribution@getNumericalMean():201:3 |==> -3
233:AOR:/(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalMean():201:(a + b + c) / 3 |==> (a + b + c) % 3
234:AOR:/(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalMean():201:(a + b + c) / 3 |==> (a + b + c) * 3
235:AOR:/(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalMean():201:(a + b + c) / 3 |==> (a + b + c) + 3
236:AOR:/(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalMean():201:(a + b + c) / 3 |==> (a + b + c) - 3
237:AOR:*(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a |==> a % a
238:AOR:*(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a |==> a + a
239:AOR:*(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a |==> a - a
240:AOR:*(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a |==> a / a
241:AOR:*(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:b * b |==> b % b
242:AOR:*(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:b * b |==> b + b
243:AOR:*(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:b * b |==> b - b
244:AOR:*(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:b * b |==> b / b
245:AOR:+(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a + b * b |==> a * a % (b * b)
246:AOR:+(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a + b * b |==> a * a * (b * b)
247:AOR:+(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a + b * b |==> a * a - b * b
248:AOR:+(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a + b * b |==> a * a / (b * b)
249:AOR:*(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:c * c |==> c % c
250:AOR:*(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:c * c |==> c + c
251:AOR:*(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:c * c |==> c - c
252:AOR:*(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:c * c |==> c / c
253:AOR:+(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a + b * b + c * c |==> (a * a + b * b) % (c * c)
254:AOR:+(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a + b * b + c * c |==> (a * a + b * b) * (c * c)
255:AOR:+(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a + b * b + c * c |==> a * a + b * b - c * c
256:AOR:+(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a + b * b + c * c |==> (a * a + b * b) / (c * c)
257:AOR:*(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * b |==> a % b
258:AOR:*(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * b |==> a + b
259:AOR:*(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * b |==> a - b
260:AOR:*(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * b |==> a / b
261:AOR:-(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a + b * b + c * c - a * b |==> (a * a + b * b + c * c) % (a * b)
262:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a + b * b + c * c - a * b |==> (a * a + b * b + c * c) * (a * b)
263:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a + b * b + c * c - a * b |==> a * a + b * b + c * c + a * b
264:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a + b * b + c * c - a * b |==> (a * a + b * b + c * c) / (a * b)
265:AOR:*(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * c |==> a % c
266:AOR:*(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * c |==> a + c
267:AOR:*(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * c |==> a - c
268:AOR:*(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * c |==> a / c
269:AOR:-(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a + b * b + c * c - a * b - a * c |==> (a * a + b * b + c * c - a * b) % (a * c)
270:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a + b * b + c * c - a * b - a * c |==> (a * a + b * b + c * c - a * b) * (a * c)
271:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a + b * b + c * c - a * b - a * c |==> a * a + b * b + c * c - a * b + a * c
272:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a + b * b + c * c - a * b - a * c |==> (a * a + b * b + c * c - a * b) / (a * c)
273:AOR:*(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:b * c |==> b % c
274:AOR:*(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:b * c |==> b + c
275:AOR:*(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:b * c |==> b - c
276:AOR:*(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:b * c |==> b / c
277:AOR:-(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a + b * b + c * c - a * b - a * c - b * c |==> (a * a + b * b + c * c - a * b - a * c) % (b * c)
278:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a + b * b + c * c - a * b - a * c - b * c |==> (a * a + b * b + c * c - a * b - a * c) * (b * c)
279:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a + b * b + c * c - a * b - a * c - b * c |==> a * a + b * b + c * c - a * b - a * c + b * c
280:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:a * a + b * b + c * c - a * b - a * c - b * c |==> (a * a + b * b + c * c - a * b - a * c) / (b * c)
281:LVR:POS:0:org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:18 |==> 0
282:LVR:POS:NEG:org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:18 |==> -18
283:AOR:/(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:(a * a + b * b + c * c - a * b - a * c - b * c) / 18 |==> (a * a + b * b + c * c - a * b - a * c - b * c) % 18
284:AOR:/(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:(a * a + b * b + c * c - a * b - a * c - b * c) / 18 |==> (a * a + b * b + c * c - a * b - a * c - b * c) * 18
285:AOR:/(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:(a * a + b * b + c * c - a * b - a * c - b * c) / 18 |==> (a * a + b * b + c * c - a * b - a * c - b * c) + 18
286:AOR:/(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@getNumericalVariance():211:(a * a + b * b + c * c - a * b - a * c - b * c) / 18 |==> (a * a + b * b + c * c - a * b - a * c - b * c) - 18
287:EVR:<IDENTIFIER(double)>:<DEFAULT>:org.apache.commons.math3.distribution.TriangularDistribution@getSupportLowerBound():223:a |==> 0.0
288:EVR:<IDENTIFIER(double)>:<DEFAULT>:org.apache.commons.math3.distribution.TriangularDistribution@getSupportUpperBound():235:b |==> 0.0
289:LVR:TRUE:FALSE:org.apache.commons.math3.distribution.TriangularDistribution@isSupportLowerBoundInclusive():240:true |==> false
290:LVR:TRUE:FALSE:org.apache.commons.math3.distribution.TriangularDistribution@isSupportUpperBoundInclusive():245:true |==> false
291:LVR:TRUE:FALSE:org.apache.commons.math3.distribution.TriangularDistribution@isSupportConnected():256:true |==> false
292:LVR:0:POS:org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):262:0 |==> 1
293:LVR:0:NEG:org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):262:0 |==> -1
294:ROR:<(double,double):!=(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):262:p < 0 |==> p != 0
295:ROR:<(double,double):<=(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):262:p < 0 |==> p <= 0
296:ROR:<(double,double):FALSE(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):262:p < 0 |==> false
297:LVR:POS:0:org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):262:1 |==> 0
298:LVR:POS:NEG:org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):262:1 |==> -1
299:ROR:>(double,double):!=(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):262:p > 1 |==> p != 1
300:ROR:>(double,double):>=(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):262:p > 1 |==> p >= 1
301:ROR:>(double,double):FALSE(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):262:p > 1 |==> false
302:COR:||(boolean,boolean):!=(boolean,boolean):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):262:p < 0 || p > 1 |==> p < 0 != p > 1
303:COR:||(boolean,boolean):LHS(boolean,boolean):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):262:p < 0 || p > 1 |==> p < 0
304:COR:||(boolean,boolean):RHS(boolean,boolean):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):262:p < 0 || p > 1 |==> p > 1
305:COR:||(boolean,boolean):TRUE(boolean,boolean):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):262:p < 0 || p > 1 |==> true
306:LVR:0:POS:org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):263:0 |==> 1
307:LVR:0:NEG:org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):263:0 |==> -1
308:LVR:POS:0:org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):263:1 |==> 0
309:LVR:POS:NEG:org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):263:1 |==> -1
310:LVR:0:POS:org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):265:0 |==> 1
311:LVR:0:NEG:org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):265:0 |==> -1
312:ROR:==(double,double):<=(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):265:p == 0 |==> p <= 0
313:ROR:==(double,double):>=(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):265:p == 0 |==> p >= 0
314:ROR:==(double,double):FALSE(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):265:p == 0 |==> false
315:STD:<RETURN>:<NO-OP>:org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):266:return a; |==> <NO-OP>
316:LVR:POS:0:org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):268:1 |==> 0
317:LVR:POS:NEG:org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):268:1 |==> -1
318:ROR:==(double,double):<=(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):268:p == 1 |==> p <= 1
319:ROR:==(double,double):>=(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):268:p == 1 |==> p >= 1
320:ROR:==(double,double):FALSE(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):268:p == 1 |==> false
321:STD:<RETURN>:<NO-OP>:org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):269:return b; |==> <NO-OP>
322:AOR:-(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):271:c - a |==> c % a
323:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):271:c - a |==> c * a
324:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):271:c - a |==> c + a
325:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):271:c - a |==> c / a
326:AOR:-(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):271:b - a |==> b % a
327:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):271:b - a |==> b * a
328:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):271:b - a |==> b + a
329:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):271:b - a |==> b / a
330:AOR:/(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):271:(c - a) / (b - a) |==> (c - a) % (b - a)
331:AOR:/(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):271:(c - a) / (b - a) |==> (c - a) * (b - a)
332:AOR:/(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):271:(c - a) / (b - a) |==> (c - a) + (b - a)
333:AOR:/(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):271:(c - a) / (b - a) |==> (c - a) - (b - a)
334:ROR:<(double,double):!=(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):271:p < (c - a) / (b - a) |==> p != (c - a) / (b - a)
335:ROR:<(double,double):<=(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):271:p < (c - a) / (b - a) |==> p <= (c - a) / (b - a)
336:ROR:<(double,double):FALSE(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):271:p < (c - a) / (b - a) |==> false
337:AOR:-(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):272:b - a |==> b % a
338:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):272:b - a |==> b * a
339:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):272:b - a |==> b + a
340:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):272:b - a |==> b / a
341:AOR:*(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):272:p * (b - a) |==> p % (b - a)
342:AOR:*(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):272:p * (b - a) |==> p + (b - a)
343:AOR:*(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):272:p * (b - a) |==> p - (b - a)
344:AOR:*(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):272:p * (b - a) |==> p / (b - a)
345:AOR:-(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):272:c - a |==> c % a
346:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):272:c - a |==> c * a
347:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):272:c - a |==> c + a
348:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):272:c - a |==> c / a
349:AOR:*(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):272:p * (b - a) * (c - a) |==> p * (b - a) % (c - a)
350:AOR:*(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):272:p * (b - a) * (c - a) |==> p * (b - a) + (c - a)
351:AOR:*(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):272:p * (b - a) * (c - a) |==> p * (b - a) - (c - a)
352:AOR:*(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):272:p * (b - a) * (c - a) |==> p * (b - a) / (c - a)
353:AOR:+(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):272:a + FastMath.sqrt(p * (b - a) * (c - a)) |==> a % FastMath.sqrt(p * (b - a) * (c - a))
354:AOR:+(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):272:a + FastMath.sqrt(p * (b - a) * (c - a)) |==> a * FastMath.sqrt(p * (b - a) * (c - a))
355:AOR:+(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):272:a + FastMath.sqrt(p * (b - a) * (c - a)) |==> a - FastMath.sqrt(p * (b - a) * (c - a))
356:AOR:+(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):272:a + FastMath.sqrt(p * (b - a) * (c - a)) |==> a / FastMath.sqrt(p * (b - a) * (c - a))
357:STD:<RETURN>:<NO-OP>:org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):272:return Config.__M_NO == 356 ? a / FastMath.sqrt(p * (b - a) * (c - a)) : Config.__M_NO == 355 ? a - FastMath.sqrt(p * (b - a) * (c - a)) : Config.__M_NO == 354 ? a * FastMath.sqrt(p * (b - a) * (c - a)) : Config.__M_NO == 353 ? a % FastMath.sqrt(p * (b - a) * (c - a)) : Config.__M_NO == 0 && Config.COVERED(353, 356) ? a + FastMath.sqrt(p * (b - a) * (c - a)) : a + FastMath.sqrt(Config.__M_NO == 352 ? p * (b - a) / (c - a) : Config.__M_NO == 351 ? p * (b - a) - (c - a) : Config.__M_NO == 350 ? p * (b - a) + (c - a) : Config.__M_NO == 349 ? p * (b - a) % (c - a) : Config.__M_NO == 0 && Config.COVERED(349, 352) ? p * (b - a) * (c - a) : (Config.__M_NO == 344 ? p / (b - a) : Config.__M_NO == 343 ? p - (b - a) : Config.__M_NO == 342 ? p + (b - a) : Config.__M_NO == 341 ? p % (b - a) : Config.__M_NO == 0 && Config.COVERED(341, 344) ? p * (b - a) : p * (Config.__M_NO == 340 ? b / a : Config.__M_NO == 339 ? b + a : Config.__M_NO == 338 ? b * a : Config.__M_NO == 337 ? b % a : Config.__M_NO == 0 && Config.COVERED(337, 340) ? b - a : b - a)) * (Config.__M_NO == 348 ? c / a : Config.__M_NO == 347 ? c + a : Config.__M_NO == 346 ? c * a : Config.__M_NO == 345 ? c % a : Config.__M_NO == 0 && Config.COVERED(345, 348) ? c - a : c - a)); |==> <NO-OP>
358:LVR:POS:0:org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:1 |==> 0
359:LVR:POS:NEG:org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:1 |==> -1
360:AOR:-(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:1 - p |==> 1 % p
361:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:1 - p |==> 1 * p
