1:ROR:!=(int,int):<(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):70:x.length != y.length |==> x.length < y.length
166:AOR:*(double,double):-(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):98:3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) |==> 3.0 - (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i])
167:AOR:*(double,double):/(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):98:3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) |==> 3.0 / (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i])
168:LVR:POS:0:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:1 |==> 0
169:LVR:POS:NEG:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:1 |==> -1
170:AOR:-(int,int):%(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:i - 1 |==> i % 1
171:AOR:-(int,int):*(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:i - 1 |==> i * 1
172:AOR:-(int,int):+(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:i - 1 |==> i + 1
173:AOR:-(int,int):/(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:i - 1 |==> i / 1
174:AOR:*(double,double):%(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:h[i - 1] * h[i] |==> h[i - 1] % h[i]
175:AOR:*(double,double):+(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:h[i - 1] * h[i] |==> h[i - 1] + h[i]
176:AOR:*(double,double):-(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:h[i - 1] * h[i] |==> h[i - 1] - h[i]
177:AOR:*(double,double):/(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:h[i - 1] * h[i] |==> h[i - 1] / h[i]
178:AOR:/(double,double):%(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):98:3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) / (h[i - 1] * h[i]) |==> 3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) % (h[i - 1] * h[i])
179:AOR:/(double,double):*(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):98:3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) / (h[i - 1] * h[i]) |==> 3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) * (h[i - 1] * h[i])
180:AOR:/(double,double):+(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):98:3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) / (h[i - 1] * h[i]) |==> 3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) + (h[i - 1] * h[i])
181:AOR:/(double,double):-(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):98:3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) / (h[i - 1] * h[i]) |==> 3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) - (h[i - 1] * h[i])
182:LVR:POS:0:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:1 |==> 0
183:LVR:POS:NEG:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:1 |==> -1
184:AOR:-(int,int):%(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:i - 1 |==> i % 1
185:AOR:-(int,int):*(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:i - 1 |==> i * 1
186:AOR:-(int,int):+(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:i - 1 |==> i + 1
187:AOR:-(int,int):/(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:i - 1 |==> i / 1
188:LVR:POS:0:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:1 |==> 0
189:LVR:POS:NEG:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:1 |==> -1
190:AOR:-(int,int):%(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:i - 1 |==> i % 1
191:AOR:-(int,int):*(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:i - 1 |==> i * 1
192:AOR:-(int,int):+(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:i - 1 |==> i + 1
193:AOR:-(int,int):/(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:i - 1 |==> i / 1
194:AOR:*(double,double):%(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:h[i - 1] * z[i - 1] |==> h[i - 1] % z[i - 1]
195:AOR:*(double,double):+(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:h[i - 1] * z[i - 1] |==> h[i - 1] + z[i - 1]
196:AOR:*(double,double):-(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:h[i - 1] * z[i - 1] |==> h[i - 1] - z[i - 1]
197:AOR:*(double,double):/(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):99:h[i - 1] * z[i - 1] |==> h[i - 1] / z[i - 1]
198:AOR:-(double,double):%(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):98:3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) / (h[i - 1] * h[i]) - h[i - 1] * z[i - 1] |==> 3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) / (h[i - 1] * h[i]) % (h[i - 1] * z[i - 1])
199:AOR:-(double,double):*(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):98:3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) / (h[i - 1] * h[i]) - h[i - 1] * z[i - 1] |==> 3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) / (h[i - 1] * h[i]) * (h[i - 1] * z[i - 1])
200:AOR:-(double,double):+(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):98:3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) / (h[i - 1] * h[i]) - h[i - 1] * z[i - 1] |==> 3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) / (h[i - 1] * h[i]) + h[i - 1] * z[i - 1]
201:AOR:-(double,double):/(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):98:3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) / (h[i - 1] * h[i]) - h[i - 1] * z[i - 1] |==> 3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) / (h[i - 1] * h[i]) / (h[i - 1] * z[i - 1])
202:AOR:/(double,double):%(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):98:(3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) / (h[i - 1] * h[i]) - h[i - 1] * z[i - 1]) / g |==> (3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) / (h[i - 1] * h[i]) - h[i - 1] * z[i - 1]) % g
203:AOR:/(double,double):*(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):98:(3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) / (h[i - 1] * h[i]) - h[i - 1] * z[i - 1]) / g |==> (3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) / (h[i - 1] * h[i]) - h[i - 1] * z[i - 1]) * g
204:AOR:/(double,double):+(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):98:(3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) / (h[i - 1] * h[i]) - h[i - 1] * z[i - 1]) / g |==> (3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) / (h[i - 1] * h[i]) - h[i - 1] * z[i - 1]) + g
205:AOR:/(double,double):-(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):98:(3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) / (h[i - 1] * h[i]) - h[i - 1] * z[i - 1]) / g |==> (3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) / (h[i - 1] * h[i]) - h[i - 1] * z[i - 1]) - g
206:STD:<ASSIGN>:<NO-OP>:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):98:z[i] = (3.0 * (y[i + 1] * h[i - 1] - y[i] * (x[i + 1] - x[i - 1]) + y[i - 1] * h[i]) / (h[i - 1] * h[i]) - h[i - 1] * z[i - 1]) / g |==> <NO-OP>
207:EVR:<NEW_ARRAY(double[])>:<DEFAULT>:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):103:new double[n] |==> null
208:LVR:POS:0:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):104:1 |==> 0
209:LVR:POS:NEG:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):104:1 |==> -1
210:AOR:+(int,int):%(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):104:n + 1 |==> n % 1
211:AOR:+(int,int):*(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):104:n + 1 |==> n * 1
212:AOR:+(int,int):-(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):104:n + 1 |==> n - 1
213:AOR:+(int,int):/(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):104:n + 1 |==> n / 1
214:EVR:<NEW_ARRAY(double[])>:<DEFAULT>:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):105:new double[n] |==> null
215:LVR:0:POS:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):107:0.0 |==> 1.0
216:LVR:0:NEG:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):107:0.0 |==> -1.0
217:STD:<ASSIGN>:<NO-OP>:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):107:z[n] = 0.0 |==> <NO-OP>
218:LVR:0:POS:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):108:0.0 |==> 1.0
219:LVR:0:NEG:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):108:0.0 |==> -1.0
220:STD:<ASSIGN>:<NO-OP>:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):108:c[n] = 0.0 |==> <NO-OP>
221:LVR:POS:0:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):110:1 |==> 0
222:LVR:POS:NEG:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):110:1 |==> -1
223:AOR:-(int,int):%(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):110:n - 1 |==> n % 1
224:AOR:-(int,int):*(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):110:n - 1 |==> n * 1
225:AOR:-(int,int):+(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):110:n - 1 |==> n + 1
226:AOR:-(int,int):/(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):110:n - 1 |==> n / 1
227:LVR:0:POS:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):110:0 |==> 1
228:LVR:0:NEG:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):110:0 |==> -1
229:ROR:>=(int,int):==(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):110:j >= 0 |==> j == 0
230:ROR:>=(int,int):>(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):110:j >= 0 |==> j > 0
231:ROR:>=(int,int):TRUE(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):110:j >= 0 |==> true
232:LVR:POS:0:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):111:1 |==> 0
233:LVR:POS:NEG:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):111:1 |==> -1
234:AOR:+(int,int):%(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):111:j + 1 |==> j % 1
235:AOR:+(int,int):*(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):111:j + 1 |==> j * 1
236:AOR:+(int,int):-(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):111:j + 1 |==> j - 1
237:AOR:+(int,int):/(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):111:j + 1 |==> j / 1
238:AOR:*(double,double):%(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):111:mu[j] * c[j + 1] |==> mu[j] % c[j + 1]
239:AOR:*(double,double):+(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):111:mu[j] * c[j + 1] |==> mu[j] + c[j + 1]
240:AOR:*(double,double):-(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):111:mu[j] * c[j + 1] |==> mu[j] - c[j + 1]
241:AOR:*(double,double):/(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):111:mu[j] * c[j + 1] |==> mu[j] / c[j + 1]
242:AOR:-(double,double):%(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):111:z[j] - mu[j] * c[j + 1] |==> z[j] % (mu[j] * c[j + 1])
243:AOR:-(double,double):*(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):111:z[j] - mu[j] * c[j + 1] |==> z[j] * (mu[j] * c[j + 1])
244:AOR:-(double,double):+(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):111:z[j] - mu[j] * c[j + 1] |==> z[j] + mu[j] * c[j + 1]
245:AOR:-(double,double):/(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):111:z[j] - mu[j] * c[j + 1] |==> z[j] / (mu[j] * c[j + 1])
246:STD:<ASSIGN>:<NO-OP>:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):111:c[j] = z[j] - mu[j] * c[j + 1] |==> <NO-OP>
247:LVR:POS:0:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:1 |==> 0
248:LVR:POS:NEG:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:1 |==> -1
249:AOR:+(int,int):%(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:j + 1 |==> j % 1
250:AOR:+(int,int):*(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:j + 1 |==> j * 1
251:AOR:+(int,int):-(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:j + 1 |==> j - 1
252:AOR:+(int,int):/(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:j + 1 |==> j / 1
253:AOR:-(double,double):%(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:y[j + 1] - y[j] |==> y[j + 1] % y[j]
254:AOR:-(double,double):*(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:y[j + 1] - y[j] |==> y[j + 1] * y[j]
255:AOR:-(double,double):+(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:y[j + 1] - y[j] |==> y[j + 1] + y[j]
256:AOR:-(double,double):/(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:y[j + 1] - y[j] |==> y[j + 1] / y[j]
257:AOR:/(double,double):%(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:(y[j + 1] - y[j]) / h[j] |==> (y[j + 1] - y[j]) % h[j]
258:AOR:/(double,double):*(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:(y[j + 1] - y[j]) / h[j] |==> (y[j + 1] - y[j]) * h[j]
259:AOR:/(double,double):+(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:(y[j + 1] - y[j]) / h[j] |==> (y[j + 1] - y[j]) + h[j]
260:AOR:/(double,double):-(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:(y[j + 1] - y[j]) / h[j] |==> (y[j + 1] - y[j]) - h[j]
261:LVR:POS:0:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:1 |==> 0
262:LVR:POS:NEG:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:1 |==> -1
263:AOR:+(int,int):%(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:j + 1 |==> j % 1
264:AOR:+(int,int):*(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:j + 1 |==> j * 1
265:AOR:+(int,int):-(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:j + 1 |==> j - 1
266:AOR:+(int,int):/(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:j + 1 |==> j / 1
267:LVR:POS:0:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:2.0 |==> 0.0
268:LVR:POS:NEG:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:2.0 |==> -2.0
269:AOR:*(double,double):%(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:2.0 * c[j] |==> 2.0 % c[j]
270:AOR:*(double,double):+(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:2.0 * c[j] |==> 2.0 + c[j]
271:AOR:*(double,double):-(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:2.0 * c[j] |==> 2.0 - c[j]
272:AOR:*(double,double):/(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:2.0 * c[j] |==> 2.0 / c[j]
273:AOR:+(double,double):%(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:c[j + 1] + 2.0 * c[j] |==> c[j + 1] % (2.0 * c[j])
274:AOR:+(double,double):*(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:c[j + 1] + 2.0 * c[j] |==> c[j + 1] * (2.0 * c[j])
275:AOR:+(double,double):-(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:c[j + 1] + 2.0 * c[j] |==> c[j + 1] - 2.0 * c[j]
276:AOR:+(double,double):/(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:c[j + 1] + 2.0 * c[j] |==> c[j + 1] / (2.0 * c[j])
277:AOR:*(double,double):%(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:h[j] * (c[j + 1] + 2.0 * c[j]) |==> h[j] % (c[j + 1] + 2.0 * c[j])
278:AOR:*(double,double):+(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:h[j] * (c[j + 1] + 2.0 * c[j]) |==> h[j] + (c[j + 1] + 2.0 * c[j])
279:AOR:*(double,double):-(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:h[j] * (c[j + 1] + 2.0 * c[j]) |==> h[j] - (c[j + 1] + 2.0 * c[j])
280:AOR:*(double,double):/(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:h[j] * (c[j + 1] + 2.0 * c[j]) |==> h[j] / (c[j + 1] + 2.0 * c[j])
281:LVR:POS:0:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:3.0 |==> 0.0
282:LVR:POS:NEG:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:3.0 |==> -3.0
283:AOR:/(double,double):%(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:h[j] * (c[j + 1] + 2.0 * c[j]) / 3.0 |==> h[j] * (c[j + 1] + 2.0 * c[j]) % 3.0
284:AOR:/(double,double):*(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:h[j] * (c[j + 1] + 2.0 * c[j]) / 3.0 |==> h[j] * (c[j + 1] + 2.0 * c[j]) * 3.0
285:AOR:/(double,double):+(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:h[j] * (c[j + 1] + 2.0 * c[j]) / 3.0 |==> h[j] * (c[j + 1] + 2.0 * c[j]) + 3.0
286:AOR:/(double,double):-(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:h[j] * (c[j + 1] + 2.0 * c[j]) / 3.0 |==> h[j] * (c[j + 1] + 2.0 * c[j]) - 3.0
287:AOR:-(double,double):%(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:(y[j + 1] - y[j]) / h[j] - h[j] * (c[j + 1] + 2.0 * c[j]) / 3.0 |==> (y[j + 1] - y[j]) / h[j] % (h[j] * (c[j + 1] + 2.0 * c[j]) / 3.0)
288:AOR:-(double,double):*(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:(y[j + 1] - y[j]) / h[j] - h[j] * (c[j + 1] + 2.0 * c[j]) / 3.0 |==> (y[j + 1] - y[j]) / h[j] * (h[j] * (c[j + 1] + 2.0 * c[j]) / 3.0)
289:AOR:-(double,double):+(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:(y[j + 1] - y[j]) / h[j] - h[j] * (c[j + 1] + 2.0 * c[j]) / 3.0 |==> (y[j + 1] - y[j]) / h[j] + h[j] * (c[j + 1] + 2.0 * c[j]) / 3.0
290:AOR:-(double,double):/(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:(y[j + 1] - y[j]) / h[j] - h[j] * (c[j + 1] + 2.0 * c[j]) / 3.0 |==> (y[j + 1] - y[j]) / h[j] / (h[j] * (c[j + 1] + 2.0 * c[j]) / 3.0)
291:STD:<ASSIGN>:<NO-OP>:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):112:b[j] = (y[j + 1] - y[j]) / h[j] - h[j] * (c[j + 1] + 2.0 * c[j]) / 3.0 |==> <NO-OP>
292:LVR:POS:0:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):113:1 |==> 0
293:LVR:POS:NEG:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):113:1 |==> -1
294:AOR:+(int,int):%(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):113:j + 1 |==> j % 1
295:AOR:+(int,int):*(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):113:j + 1 |==> j * 1
296:AOR:+(int,int):-(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):113:j + 1 |==> j - 1
297:AOR:+(int,int):/(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):113:j + 1 |==> j / 1
298:AOR:-(double,double):%(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):113:c[j + 1] - c[j] |==> c[j + 1] % c[j]
299:AOR:-(double,double):*(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):113:c[j + 1] - c[j] |==> c[j + 1] * c[j]
300:AOR:-(double,double):+(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):113:c[j + 1] - c[j] |==> c[j + 1] + c[j]
301:AOR:-(double,double):/(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):113:c[j + 1] - c[j] |==> c[j + 1] / c[j]
302:LVR:POS:0:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):113:3.0 |==> 0.0
303:LVR:POS:NEG:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):113:3.0 |==> -3.0
304:AOR:*(double,double):%(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):113:3.0 * h[j] |==> 3.0 % h[j]
